0	73	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/access-groups.ts => dev/null}
0	96	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/account-config.ts => dev/null}
0	288	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/account-inspect.ts => dev/null}
0	14	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/account-owner.ts => dev/null}
0	124	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/account-selection.ts => dev/null}
0	177	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/account-throttler.ts => dev/null}
0	203	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/accounts.ts => dev/null}
0	1064	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/action-runtime.ts => dev/null}
0	25	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/action-threading.ts => dev/null}
0	16	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/agent-config.ts => dev/null}
0	18	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/allow-from.ts => dev/null}
0	18	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/allowed-updates.ts => dev/null}
0	99	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/api-fetch.ts => dev/null}
0	45	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/api-logging.ts => dev/null}
0	50	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/api-root.ts => dev/null}
0	92	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/approval-callback-data.ts => dev/null}
0	231	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/approval-handler.runtime.ts => dev/null}
0	165	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/approval-native.ts => dev/null}
0	164	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/approval-terminal.ts => dev/null}
0	115	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/audit-membership-runtime.ts => dev/null}
0	82	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/audit.ts => dev/null}
0	30	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/audit.types.ts => dev/null}
0	25	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/auto-topic-label-config.ts => dev/null}
0	17	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/auto-topic-label.ts => dev/null}
0	518	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot/body-helpers.ts => dev/null}
0	1023	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot/delivery.replies.ts => dev/null}
0	16	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot/delivery.resolve-media.runtime.ts => dev/null}
0	535	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot/delivery.resolve-media.ts => dev/null}
0	197	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot/delivery.send.ts => dev/null}
0	2	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot/delivery.ts => dev/null}
0	710	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot/helpers.ts => dev/null}
0	259	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot/inbound-text-entities.ts => dev/null}
0	89	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot/native-quote.ts => dev/null}
0	40	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot/types.ts => dev/null}
0	93	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-access.ts => dev/null}
0	472	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-core.ts => dev/null}
0	173	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-deps.ts => dev/null}
0	2	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-handlers.agent.runtime.ts => dev/null}
0	164	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-handlers.callback-actions.ts => dev/null}
0	671	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-handlers.callback-router-controls.ts => dev/null}
0	700	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-handlers.callback-router.ts => dev/null}
0	19	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-handlers.debounce-key.ts => dev/null}
0	440	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-handlers.event-bindings.ts => dev/null}
0	574	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-handlers.inbound-authorization.ts => dev/null}
0	446	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-handlers.inbound-buffer.ts => dev/null}
0	481	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-handlers.inbound-media.ts => dev/null}
0	438	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-handlers.inbound-pipeline.ts => dev/null}
0	368	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-handlers.inbound-processing.ts => dev/null}
0	81	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-handlers.media.ts => dev/null}
0	566	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-handlers.message-context.ts => dev/null}
0	642	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-handlers.message-pipeline.ts => dev/null}
0	31	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-handlers.runtime.ts => dev/null}
0	125	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-handlers.types.ts => dev/null}
0	152	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-info-cache.ts => dev/null}
0	40	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-info.ts => dev/null}
0	467	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-context.body.ts => dev/null}
0	4	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-context.runtime.ts => dev/null}
0	11	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-context.session.runtime.ts => dev/null}
0	867	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-context.session.ts => dev/null}
0	681	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-context.ts => dev/null}
0	122	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-context.types.ts => dev/null}
0	275	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-dispatch-context.ts => dev/null}
0	653	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-dispatch-delivery.ts => dev/null}
0	576	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-dispatch-draft.ts => dev/null}
0	316	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-dispatch-progress.ts => dev/null}
0	549	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-dispatch-reply.ts => dev/null}
0	155	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-dispatch-session.ts => dev/null}
0	28	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-dispatch-status.ts => dev/null}
0	329	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-dispatch-turn.ts => dev/null}
0	8	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-dispatch.agent.runtime.ts => dev/null}
0	20	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-dispatch.media-dedup.ts => dev/null}
0	9	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-dispatch.runtime.ts => dev/null}
0	529	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-dispatch.ts => dev/null}
0	254	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message-dispatch.types.ts => dev/null}
0	511	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-message.ts => dev/null}
0	375	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-native-command-builtins.ts => dev/null}
0	58	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-native-command-deps.runtime.ts => dev/null}
0	712	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-native-command-dispatch.ts => dev/null}
0	271	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-native-command-login.ts => dev/null}
0	462	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-native-command-menu-state.ts => dev/null}
0	752	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-native-command-menu.ts => dev/null}
0	319	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-native-command-plugins.ts => dev/null}
0	4	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-native-commands.delivery.runtime.ts => dev/null}
0	9	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-native-commands.runtime.ts => dev/null}
0	328	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-native-commands.ts => dev/null}
0	213	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-processing-outcome.ts => dev/null}
0	331	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-update-tracker.ts => dev/null}
0	79	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot-updates.ts => dev/null}
0	5	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot.runtime.ts => dev/null}
0	13	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot.ts => dev/null}
0	43	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/bot.types.ts => dev/null}
0	283	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/button-types.ts => dev/null}
0	18	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/callback-query-answer-state.ts => dev/null}
0	38	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/caption.ts => dev/null}
0	298	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/channel-actions.ts => dev/null}
0	14	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/channel.setup.ts => dev/null}
0	1267	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/channel.ts => dev/null}
0	3	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/chat-action-timing.ts => dev/null}
0	113	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/chunk-delivery.ts => dev/null}
629	0	/{dev/null => tmp/channel-upstream-audit-20260906/snapshot/telegram/local/client/bot-api.ts}
38	0	/{dev/null => tmp/channel-upstream-audit-20260906/snapshot/telegram/local/client/sent-messages.ts}
0	260	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/client-fetch.ts => dev/null}
0	98	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/command-config.ts => dev/null}
0	131	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/command-ui.ts => dev/null}
0	179	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/config-adapter.ts => dev/null}
0	370	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/config-schema.ts => dev/null}
0	132	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/config-ui-hints.ts => dev/null}
29	0	/{dev/null => tmp/channel-upstream-audit-20260906/snapshot/telegram/local/conversation-metadata.ts}
0	192	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/conversation-route.ts => dev/null}
0	51	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/directory-config.ts => dev/null}
0	177	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/dm-access.ts => dev/null}
0	13	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/dm-history.ts => dev/null}
0	77	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/dm-session-key.ts => dev/null}
0	359	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/doctor-contract.ts => dev/null}
0	594	/{tmp/channel-upstream-audit-20260906/snapshot/telegram/reference/doctor.ts => dev/null}
